email,status,confidence,catch_all,role_based,methods,detail,provider,agency,website,first_name,ref_url
info@dwvisuals.com,unknown,42,no,yes,,ports_blocked,Google Workspace,David Whitaker Visuals,https://dwvisuals.com,David,https://scribtly.com/ref/26cdc9fac4c85e29a33ec4fc9ae021a1
info@powerdigitalmarketing.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Power Digital,https://powerdigitalmarketing.com,Power,https://scribtly.com/ref/c804beb2579a0dd1dad29d4c6e5f7678
info@marketsmart.eu,invalid,0,no,yes,,port587 550 Authentication required - see http://www.serveriai.lt/smtp/,Custom / Other,Market Smart,https://marketsmart.eu,Market,https://scribtly.com/ref/7240a3a98b02664363d4841f8a6df7d3
info@rocksaltmarketing.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Rock Salt Marketing Cooperative,https://rocksaltmarketing.com,Rock,https://scribtly.com/ref/3e82e5b20f51cab44d000a29cfa04cae
gemma@manningandcogroup.com,valid,92,no,no,microsoft_api,ports_blocked,Microsoft 365,Manning & Co,https://manningandcogroup.com,Manning,https://scribtly.com/ref/9837a5ea5931d075f632399835ac4e9c
info@elisol.co,unknown,42,no,yes,,ports_blocked,Google Workspace,Elisol,https://elisol.co,Elisol,https://scribtly.com/ref/15ee2dd5ca208df8ae1b69cb68293828
info@stereotactic.ru,unknown,42,no,yes,,ports_blocked,Custom / Other,Stereotactic,https://stereotactic.ru,Stereotactic,https://scribtly.com/ref/d57563b55b6abd1a2c85c0284753ca2a
info@gapdesign.co.za,unknown,34,no,yes,,ports_blocked,Google Workspace,GAPdesign,https://gapdesign.co.za,GAPdesign,https://scribtly.com/ref/27c0086eaa7683150f2b9785766b54a4
newbusiness@avexdesigns.com,valid,50,no,no,,ports_blocked,Google Workspace,Avex Designs,https://avexdesigns.com,Avex,https://scribtly.com/ref/16773faaf82bac8983f64cd57f58ce25
contact@v9marketing.com,unknown,42,no,yes,,ports_blocked,Google Workspace,V9 Marketing,https://v9marketing.com,V9,https://scribtly.com/ref/8abd282d4610ae0b4688c076f7b3885f
hello@1dotmedia.com,unknown,42,no,yes,,ports_blocked,Google Workspace,1DOT,https://1dotmedia.com,1DOT,https://scribtly.com/ref/5aa7d3aea39c907e29368d8c06685457
info@fusedemand.com,valid,78,no,yes,microsoft_api,ports_blocked,Microsoft 365,FuseDemand,https://fusedemand.com,FuseDemand,https://scribtly.com/ref/b061c5a147139cc2092239bf34533b45
info@20twentydesign.com,valid,74,no,yes,smtp_587,port587 250,Custom / Other,20Twenty Design,https://20twentydesign.com,20Twenty,https://scribtly.com/ref/c9dc9041b39e5d98d91ef1a6cf0ceae4
info@bitndbyte.com,unknown,42,no,yes,,ports_blocked,Custom / Other,Bit n Byte,https://bitndbyte.com,Bit,https://scribtly.com/ref/d1707993ad2bcca8aae9de8f91c819f8
info@acs-web.com,unknown,42,no,yes,,ports_blocked,Google Workspace,ACS Web Design & SEO,https://acs-web.com,ACS,https://scribtly.com/ref/caff548424157bb2cf82660f03622081
info@imagency.com,unknown,34,no,yes,,ports_blocked,Google Workspace,IMA | Influencer Marketing Agency,https://imagency.com,IMA,https://scribtly.com/ref/c5d9cb48942156bcf8f1cabfdcbfc521
info@emrktg.com,unknown,34,no,yes,,ports_blocked,Google Workspace,*emrktg.,https://emrktg.com,*emrktg.,https://scribtly.com/ref/6971d67b089356bca2b5d4ccf7000d39
info@23hublab.com,unknown,42,no,yes,,ports_blocked,Custom / Other,23HubLab,https://23hublab.com,23HubLab,https://scribtly.com/ref/11e755ed030a4c54325a64887bb0fffe
hello@brightsprout.co.uk,unknown,34,no,yes,,ports_blocked,Custom / Other,Bright Sprout,https://brightsprout.co.uk,Bright,https://scribtly.com/ref/03f1377b136ddeb44004c311344f7f57
sales@digit-sense.com,unknown,42,no,yes,,ports_blocked,Google Workspace,DigitSense,https://digit-sense.com,DigitSense,https://scribtly.com/ref/df945f1640822b70f45a5a418e4a1659
info@embarkwork.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Embark,https://embarkwork.com,Embark,https://scribtly.com/ref/9c438bde0839ecdf48dee8007f04d17b
info@effeect.com,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,Effeect,https://effeect.com,Effeect,https://scribtly.com/ref/2a644a0eaae7b973ae4a3d7399299300
info@sumdesign.co.uk,unknown,42,no,yes,,ports_blocked,Google Workspace,Sum.,https://sumdesign.co.uk,Sum.,https://scribtly.com/ref/c82832bdba01409bd9a5455a87d31d58
hello@inesfernandes.com,unknown,25,no,yes,,ports_blocked,Custom / Other,Inês Fernandes,https://inesfernandes.com,Inês,https://scribtly.com/ref/6d7bd399433c3d233ccc0c024b291f1b
sales@harborsourcing.ca,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,Harbor Sourcing,https://harborsourcing.ca,Harbor,https://scribtly.com/ref/7e392c5427fc5f11ff0aa1d090b39cd7
careers@walladesign.co,valid,50,no,no,,ports_blocked,Custom / Other,"The Walla Design Company, LLC",https://walladesign.co,The,https://scribtly.com/ref/def0ef2223301bd7cd56c97f35359186
info@teezagency.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Teez Agency,https://teezagency.com,Teez,https://scribtly.com/ref/e26fa81840bf13a3152c6687eb70b2df
info@lafamiliamedia.com,unknown,25,no,yes,,ports_blocked,Google Workspace,La Familia Media,https://lafamiliamedia.com,La,https://scribtly.com/ref/1213e63a7b556602e16864adcbff30db
contact@nextlevelsem.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Next Level SEM,https://nextlevelsem.com,Next,https://scribtly.com/ref/520d8494ad85ff7e4d363367e7f8c07e
hello@365digital.agency,unknown,42,no,yes,,ports_blocked,Custom / Other,365Digital Marketing Agency,https://365digital.agency,365Digital,https://scribtly.com/ref/5d32cd7b80aba2d0a40b84abe724d97b
info@renaissancemarketingva.com,unknown,34,no,yes,,ports_blocked,Custom / Other,Renaissance Marketing,https://renaissancemarketingva.com,Renaissance,https://scribtly.com/ref/b73ea32b84a50a3f4a4a7ac981b705a7
nathan@centdigital.com.au,unknown,40,no,no,,ports_blocked,Google Workspace,Cent Digital Australia,https://centdigital.com.au,Cent,https://scribtly.com/ref/f744851b95d4b8a6482de9b3d5507266
info@l3adsolutions.com,unknown,34,no,yes,,ports_blocked,Google Workspace,L3ad Solutions,https://l3adsolutions.com,L3ad,https://scribtly.com/ref/0a147adc754201f91b5d300c26179d91
contact@glyph.marketing,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,GLYPH,https://glyph.marketing,GLYPH,https://scribtly.com/ref/a561a17fa23b51515bef8c1d029eb139
jess@designatedmarketing.co.nz,unknown,30,no,no,,ports_blocked,Google Workspace,Designated Marketing,https://designatedmarketing.co.nz,Designated,https://scribtly.com/ref/9e00a524acc672609a804240d6c219ec
info@seotechexperts.com,unknown,34,no,yes,,ports_blocked,Google Workspace,SEO Tech Experts Pvt Ltd,https://seotechexperts.com,SEO,https://scribtly.com/ref/7461138c3005b2f5c70216c08d393c56
contact@evolve-systems.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Evolve Systems,https://evolve-systems.com,Evolve,https://scribtly.com/ref/596d9978ed99078c5bb2a325ed92759c
contact@ldsagency.co.kr,unknown,34,no,yes,,ports_blocked,Google Workspace,Leaders Agency,https://ldsagency.co.kr,Leaders,https://scribtly.com/ref/af36e754c2229774e2ea3ca588a56b1c
info@traveltractions.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Travel Tractions Marketing Agency,https://traveltractions.com,Travel,https://scribtly.com/ref/dfc3bd9d668f7193e942d8d0c4b3ae06
contact@championdreams.com,unknown,40,no,yes,gravatar,ports_blocked,Google Workspace,Champion Dreams,https://championdreams.com,Champion,https://scribtly.com/ref/00e271871b42bf6bf4ff416d66bf0c83
contact@chili.pa,unknown,42,no,yes,,ports_blocked,Google Workspace,Chili,https://chili.pa,Chili,https://scribtly.com/ref/913df045589dc5f3761d4b01d815af74
contact@digicomfy.com,unknown,49,no,yes,gravatar,ports_blocked,Google Workspace,DigiComfy,https://digicomfy.com,DigiComfy,https://scribtly.com/ref/e06fbda3c35686a9438387a64f1df6c9
iletisim@ervaden.com,unknown,40,no,no,,ports_blocked,Custom / Other,Ervaden Creative,https://ervaden.com,Ervaden,https://scribtly.com/ref/efdd4fde4da8e7a78e32bd5cd0e9e4d1
help@roofingseo.services,unknown,42,no,yes,,ports_blocked,Google Workspace,Roofing SEO Services,https://roofingseo.services,Roofing,https://scribtly.com/ref/6a17a7c2676e1e9683b8cb1bc07bef90
info@bigflutedigital.com,unknown,34,no,yes,,ports_blocked,Custom / Other,Big Flute Digital,https://bigflutedigital.com,Big,https://scribtly.com/ref/b37cc19dd6de1a3a84812389d8a209a3
info@promaxis.ch,unknown,42,no,yes,,ports_blocked,Custom / Other,Promaxis,https://promaxis.ch,Promaxis,https://scribtly.com/ref/b71223b8d25cad4da5c0d133ffc7fc90
hi@addlium.com,unknown,42,no,yes,,ports_blocked,Custom / Other,Addlium,https://addlium.com,Addlium,https://scribtly.com/ref/4d2324299e3b43d4d2b5347311425267
hello@bigiltoks.com,unknown,42,no,yes,,ports_blocked,Custom / Other,BigilToks,https://bigiltoks.com,BigilToks,https://scribtly.com/ref/df176df776155bbf54fc6b9639e3edea
contact@formation-media.com,unknown,42,no,yes,,ports_blocked,Google Workspace,FORMATION. Media,https://formation-media.com,FORMATION.,https://scribtly.com/ref/406ea7960997603182c15db54f906c9b
info@juicecg.com,unknown,42,no,yes,,ports_blocked,Google Workspace,JUICE Creative Group,https://juicecg.com,JUICE,https://scribtly.com/ref/103baf610cb750bccdc0b355ad424055
info@siwtech.com,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,Siwtech Solutions,https://siwtech.com,Siwtech,https://scribtly.com/ref/80b449484c2d8dfed81d223ae2679193
hello@nbh.co,unknown,42,no,yes,,ports_blocked,Google Workspace,Neighbourhood - Digital Agency in Australia,https://nbh.co,Neighbourhood,https://scribtly.com/ref/d996746bb74ac19008b41ed11c163823
contact@planeteria.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Planeteria Media,https://planeteria.com,Planeteria,https://scribtly.com/ref/2034cb9176d5cfa5f4a687d3eae1f3d6
info@sarahhalliday.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Sarah Halliday,https://sarahhalliday.com,Sarah,https://scribtly.com/ref/8c1315aaffa35c361106d5e2ccc583a0
contact@mydigitalagents.com,unknown,42,no,yes,,ports_blocked,Google Workspace,My Digital Agents,https://mydigitalagents.com,My,https://scribtly.com/ref/08c29a5f90802b874278190f4bf62739
sales-b2b@devnova.eu,valid,50,no,no,,ports_blocked,Google Workspace,DevNova,https://devnova.eu,DevNova,https://scribtly.com/ref/a10e4cfb8797f53adf7d87d685ca338d
hello@whycgi.media,unknown,34,no,yes,,ports_blocked,Google Workspace,WHY CGI,https://whycgi.media,WHY,https://scribtly.com/ref/ee77dfe320c54d258d0143e0806d7a49
contact@jacksonwynne.com,unknown,34,no,yes,,ports_blocked,Google Workspace,Jackson Wynne Brand Consultants,https://jacksonwynne.com,Jackson,https://scribtly.com/ref/03e154f12bff24bbdd1ef68261f497c1
contact@properwebtechnologies.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Properweb Technologies Pvt. Ltd.,https://properwebtechnologies.com,Properweb,https://scribtly.com/ref/0c3e7aa1c7a7bec952822263bbec0d99
info@incrementors.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Incrementors,https://incrementors.com,Incrementors,https://scribtly.com/ref/a65f650b61833e6cb7440e14b7dbbad9
contact@creativechinuch.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Creative Chinuch,https://creativechinuch.com,Creative,https://scribtly.com/ref/ea64b13c47cae341076ae3a80a438d75
hello@childersandco.com,unknown,32,no,yes,gravatar,ports_blocked,Google Workspace,Childers & Co.,https://childersandco.com,Childers,https://scribtly.com/ref/887a1277722b6fda5d8240b942176f38
contact@10.digital,unknown,42,no,yes,,ports_blocked,Google Workspace,10.digital,https://10.digital,10.digital,https://scribtly.com/ref/a370faaedc11785489cc856f37cd6607
inquiry@asapmktg.com,unknown,30,no,no,,ports_blocked,Google Workspace,ASAP Marketing Solutions,https://asapmktg.com,ASAP,https://scribtly.com/ref/20cc8d9bbed4f23a0306dd38ae3aec31
info@kodeak.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Kodeak Digital Marketing Experts,https://kodeak.com,Kodeak,https://scribtly.com/ref/d385d5ad694d2cf384e638178c4fe1f6
info@firstpage.com.sg,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,First Page Pte Ltd,https://firstpage.com.sg,First,https://scribtly.com/ref/7a3e63a138d38d1d45c18c55a53ac107
info@drwstudio.com,unknown,25,no,yes,,ports_blocked,Google Workspace,DRW Studio,https://drwstudio.com,DRW,https://scribtly.com/ref/276a071b24c740c2e1d40dd08af1301e
contact@velsio.ee,unknown,42,no,yes,,ports_blocked,Google Workspace,Velsio Digital,https://velsio.ee,Velsio,https://scribtly.com/ref/6940cff38e3536e2a2d203edd6cff005
patrick@73creativ.com,unknown,30,no,no,,ports_blocked,Custom / Other,73Creativ,https://73creativ.com,73Creativ,https://scribtly.com/ref/26008a1685a848b00c4683c93c78173f
info@independent-events.com,invalid,0,no,yes,,port587 503 sender not yet given,Custom / Other,Independent Events,https://independent-events.com,Independent,https://scribtly.com/ref/9fe8536204e0d4d684c5133cfe42181c
hi@zbrex.com,unknown,42,no,yes,,ports_blocked,Custom / Other,Zbrex,https://zbrex.com,Zbrex,https://scribtly.com/ref/5b52919abb76b72bee3d11475cf54174
info@wearegenuine.com,unknown,42,no,yes,,ports_blocked,Custom / Other,Genuine Interactive,https://wearegenuine.com,Genuine,https://scribtly.com/ref/6a819838fc709ee0198a6b22cdf0182f
hello@appaspect.com,unknown,42,no,yes,,ports_blocked,Google Workspace,AppAspect Technologies Pvt. Ltd.,https://appaspect.com,AppAspect,https://scribtly.com/ref/d164777a181a5ec03c14ba79210158e8
hello@bigredjelly.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Big Red Jelly,https://bigredjelly.com,Big,https://scribtly.com/ref/a523a4f7b83cf48f9c7e0999efd75c70
info@seoroma.com,unknown,42,no,yes,,ports_blocked,Custom / Other,SEO Roma,https://seoroma.com,SEO,https://scribtly.com/ref/009f00bde5a976ea56f790e57f3e1f9f
info@coredigitalconsulting.com,unknown,25,no,yes,,ports_blocked,Google Workspace,Core Digital Consulting,https://coredigitalconsulting.com,Core,https://scribtly.com/ref/1905576a94628cecc6549e95db4474d4
info@mdx.so,unknown,42,no,yes,,ports_blocked,Google Workspace,MDX,https://mdx.so,MDX,https://scribtly.com/ref/46ebe4adf3a8300247e7d2f4bd0d0e5f
info@pulsarxm.com,unknown,49,no,yes,gravatar,ports_blocked,Google Workspace,PulsarX Marketing,https://pulsarxm.com,PulsarX,https://scribtly.com/ref/1a5a004ebd1945ea7e7fa778dacb9912
contact@cloudforcemarketing.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Cloud Force Marketing Ltd,https://cloudforcemarketing.com,Cloud,https://scribtly.com/ref/4fb9e7da5ed8f880e4db44a05648c565
melissa@simssolutions.com,valid,92,no,no,microsoft_api,ports_blocked,Microsoft 365,Sims Solutions,https://simssolutions.com,Sims,https://scribtly.com/ref/92d58e3154b8329b1aa9f64fcd564386
contact@accordtechsolutions.com,unknown,42,no,yes,,ports_blocked,Custom / Other,Accord Tech Solutions,https://accordtechsolutions.com,Accord,https://scribtly.com/ref/813a5f342bca3a889b70224e79648d99
info@30thfeb.com,unknown,42,no,yes,,ports_blocked,Google Workspace,30TH FEB,https://30thfeb.com,30TH,https://scribtly.com/ref/c846383f678a9268ad2bae1e7092ef1d
info@spookykind.com,unknown,34,no,yes,,ports_blocked,Google Workspace,Spooky Kind Productions,https://spookykind.com,Spooky,https://scribtly.com/ref/2176232cdb4dfd28f3c556b0ea944e2a
contact@sachsmarketinggroup.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Sachs Marketing Group,https://sachsmarketinggroup.com,Sachs,https://scribtly.com/ref/7eb99b57f0b607fd059a4eaba7ffeadb
sayhi@fab-brands.com,valid,92,no,no,microsoft_api,ports_blocked,Microsoft 365,Fab Brands,https://fab-brands.com,Fab,https://scribtly.com/ref/b161b10bdc8e8992059558727e3515dd
info@superheroes.marketing,unknown,34,no,yes,,ports_blocked,Custom / Other,Superheroes.marketing,https://superheroes.marketing,Superheroes.marketing,https://scribtly.com/ref/a50e01960ab87d3d4d2aa5a2566e79e3
hello@seotechexperts.ae,unknown,25,no,yes,,ports_blocked,Google Workspace,SEO Tech Experts LLC,https://seotechexperts.ae,SEO,https://scribtly.com/ref/21f066eb81f644107b669cbd655d711b
info@bitelite.gr,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,Bit Elite,https://bitelite.gr,Bit,https://scribtly.com/ref/0bfe6831bd83d217c11cb2a2b2e5ec57
info@magnasites.com,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,MagnaSites,https://magnasites.com,MagnaSites,https://scribtly.com/ref/06cb0b6572c5bf9c323fd95d3503c5ff
info@fastfirms.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Fast Firms,https://fastfirms.com,Fast,https://scribtly.com/ref/1ad1ae3f52437f50744e4cbcdebd5d56
dylan@pharazyn.com,invalid,0,no,no,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,Dylan Pharazyn,https://pharazyn.com,Dylan,https://scribtly.com/ref/499af19615459eadb67f6eeed2ce69a5
info@wowlab.eu,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,WOWLAB,https://wowlab.eu,WOWLAB,https://scribtly.com/ref/1fda4d8b5b6c612638f50c690093af1b
hrteam@lps-me.com,invalid,0,no,no,,microsoft_api_rejected,Microsoft 365,LPS Brands,https://lps-me.com,LPS,https://scribtly.com/ref/222149f0510f0494ffdff0e5164ee714
info@rcdigitalworks.com,unknown,34,no,yes,,ports_blocked,Google Workspace,RC Digital Works,https://rcdigitalworks.com,RC,https://scribtly.com/ref/14015cc6ba2c9605a73c84fcaaea9b0e
hello@badaproductions.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Bada Bing Productions,https://badaproductions.com,Bada,https://scribtly.com/ref/9887ccfc74ec410cc5f7468211184378
info@orangegraphics.us,unknown,34,no,yes,,ports_blocked,Custom / Other,Orange Graphics,https://orangegraphics.us,Orange,https://scribtly.com/ref/e46dd0751a73ecc6b565dc60da30dee7
hi@flowbird.co.uk,unknown,42,no,yes,,ports_blocked,Google Workspace,Flowbird Ltd,https://flowbird.co.uk,Flowbird,https://scribtly.com/ref/30652c08fc13c6b7064be618d703136f
hello@yotomations.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Yotomations LLC,https://yotomations.com,Yotomations,https://scribtly.com/ref/94f33f6d9ce6cb547dc5a45185e03813
emma@paganomedia.com,valid,50,no,no,,ports_blocked,Google Workspace,Pagano Media,https://paganomedia.com,Pagano,https://scribtly.com/ref/6f9d46471b332abcb8535cea9947612a
marketing@elit-web.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Elit-Web,https://elit-web.com,Elit-Web,https://scribtly.com/ref/04a273569d05d212028d24720899f2bf
contact@magecloud.agency,unknown,42,no,yes,,ports_blocked,Google Workspace,MageCloud,https://magecloud.agency,MageCloud,https://scribtly.com/ref/41cd4ab41fc3d11f3104b44c540a643c
info@extremevisionnow.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Extreme Vision Now,https://extremevisionnow.com,Extreme,https://scribtly.com/ref/46aa228fe4f98af25ec65932e4dba1ea
info@binebd.com,unknown,34,no,yes,,ports_blocked,Custom / Other,Bine Bach,https://binebd.com,Bine,https://scribtly.com/ref/c9eb20fcdce4f51ff97f0b0e65d37349
info@marketinghouse.nyc,unknown,42,no,yes,,ports_blocked,Google Workspace,Marketing House,https://marketinghouse.nyc,Marketing,https://scribtly.com/ref/4ad4399af942ceebebdf2e67c95e9830
info@scinorx.com,unknown,42,no,yes,,ports_blocked,Google Workspace,ScinoRx Technologies,https://scinorx.com,ScinoRx,https://scribtly.com/ref/34db7d04871fb8a9bcc44e4ca147d033
hello@arinadigital.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Arina Digital,https://arinadigital.com,Arina,https://scribtly.com/ref/fc115c7ff8b0e5338bbab72d282cae33
info@fastemailleads.com,unknown,42,no,yes,,ports_blocked,Google Workspace,FastEmailLeads,https://fastemailleads.com,FastEmailLeads,https://scribtly.com/ref/f14e35c54ec418c2030a317e04ff8f47
careers@ditinteractive.com,valid,50,no,no,,ports_blocked,Google Workspace,Dit Interactive Pvt Ltd,https://ditinteractive.com,Dit,https://scribtly.com/ref/0b391570bf8c1f1317da77ec0fcaa5db
info@righthello.com,unknown,42,no,yes,,ports_blocked,Custom / Other,RightHello,https://righthello.com,RightHello,https://scribtly.com/ref/5051c1e4e50467017013a4eddd482c27
team@8clicks.com.sg,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,8CLICKS,https://8clicks.com.sg,8CLICKS,https://scribtly.com/ref/85e893f652a6e4ba67937523ff1cf03b
info@matchadesign.com,unknown,49,no,yes,gravatar,ports_blocked,Custom / Other,Matcha Design,https://matchadesign.com,Matcha,https://scribtly.com/ref/79747c04fbe5c444e58e98dc927860e4
info@digitalwebfinder.com,unknown,34,no,yes,,ports_blocked,Custom / Other,Digital Web Finder,https://digitalwebfinder.com,Digital,https://scribtly.com/ref/84e67a72cf67be6f3cd484a75fa8fa1e
hello@thrivefuel.com,unknown,34,no,yes,,ports_blocked,Google Workspace,ThriveFuel,https://thrivefuel.com,ThriveFuel,https://scribtly.com/ref/b87d37cfbd07d82666acfb91f8020245
info@aras-tr.com,unknown,42,no,yes,,ports_blocked,Custom / Other,Aras Media,https://aras-tr.com,Aras,https://scribtly.com/ref/496fec82b0bd753aa106d964c363d680
contact@trustworthydigital.com,unknown,34,no,yes,,ports_blocked,Google Workspace,Trustworthy Digital,https://trustworthydigital.com,Trustworthy,https://scribtly.com/ref/cddc965944de06aabad0dbd12becb8c1
info@gbppilot.com,unknown,34,no,yes,,ports_blocked,Google Workspace,GBP Pilot,https://gbppilot.com,GBP,https://scribtly.com/ref/14c319ad86530cfe7d55df6c347aa532
hello@ambire.com.au,unknown,42,no,yes,,ports_blocked,Google Workspace,Ambire,https://ambire.com.au,Ambire,https://scribtly.com/ref/07f0fc6a58c4d0383b9ae5f79d8d5b9a
ron@aoxapps.com,unknown,40,no,no,,ports_blocked,Google Workspace,AOX Apps,https://aoxapps.com,AOX,https://scribtly.com/ref/6cda1eaecfc635bb7247477a337720bd
info@soharon.com,unknown,34,no,yes,,ports_blocked,Zoho Mail,Soharon Infotech,https://soharon.com,Soharon,https://scribtly.com/ref/714556edad1a8c44cfa522dac69c3036
info@flyingmachine.tv,unknown,34,no,yes,,ports_blocked,Custom / Other,Flying Machine,https://flyingmachine.tv,Flying,https://scribtly.com/ref/990dbc79f965ef3f87894906c4d0630e
info@themarketingfamily.com,unknown,42,no,yes,,ports_blocked,Google Workspace,The Marketing Family,https://themarketingfamily.com,The,https://scribtly.com/ref/db3ac03a82c148725d2ea67d5fb8875c
info@getrocketship.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Rocketship,https://getrocketship.com,Rocketship,https://scribtly.com/ref/3a75b4d61cd6f5874001405c8a94274f
projects@wgnr.co,valid,50,no,no,,ports_blocked,Custom / Other,WGNR,https://wgnr.co,WGNR,https://scribtly.com/ref/eb5f953f4f38e57d363ad83011dfeb57
info@20percentagency.com,unknown,34,no,yes,,ports_blocked,Google Workspace,20 PERCENT AGENCY,https://20percentagency.com,20,https://scribtly.com/ref/c6c415f848c49e0b518021ed11220c43
hello@sfp.net,unknown,42,no,yes,,ports_blocked,Google Workspace,SFP,https://sfp.net,SFP,https://scribtly.com/ref/84088b6fead93e5d3b7d9d03ba8cdc0f
info@wartinlabs.com,unknown,34,no,yes,,ports_blocked,Google Workspace,WartinLabs,https://wartinlabs.com,WartinLabs,https://scribtly.com/ref/abc7748890c25d471210d478ffa9aa8b
contact@magnetudeconsulting.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Magnetude Consulting,https://magnetudeconsulting.com,Magnetude,https://scribtly.com/ref/8d6f83c31ec61392c8856770eba8a9d4
info@cp-digital.mx,unknown,42,no,yes,,ports_blocked,Google Workspace,CP Digital,https://cp-digital.mx,CP,https://scribtly.com/ref/e443a14107cf4e4b8b509110a3e3a7e7
contact@digitaldarts.com.au,unknown,42,no,yes,,ports_blocked,Google Workspace,Digital Darts,https://digitaldarts.com.au,Digital,https://scribtly.com/ref/b9a7e79b9c877fae90570cf8496a2318
info@ciitrusdigital.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Ciitrus Digital,https://ciitrusdigital.com,Ciitrus,https://scribtly.com/ref/1afcff4a23f7a752fcae622fb50c0686
contact@matiasmathias.com,unknown,42,no,yes,,ports_blocked,Custom / Other,Matias & Mathias,https://matiasmathias.com,Matias,https://scribtly.com/ref/c9c6a626c66cd4ffa1ae2a7d992df609
office@achtzehngrad.at,invalid,0,no,no,,microsoft_api_rejected,Microsoft 365,Achtzehn Grad,https://achtzehngrad.at,Achtzehn,https://scribtly.com/ref/4f8e630dea07da03fac4731fe0c3b6d4
info@inspiredcopy.co.uk,unknown,25,no,yes,,ports_blocked,Google Workspace,Inspired Copy,https://inspiredcopy.co.uk,Inspired,https://scribtly.com/ref/4ecbaf830bc819dcac1eaf2ee2d36449
contact@idaho-style.com,unknown,34,no,yes,,ports_blocked,Google Workspace,Idaho Style,https://idaho-style.com,Idaho,https://scribtly.com/ref/d2603d91dde3ef03228ffcac67c9fef5
contact@hexcodemarketing.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Hexcode Marketing,https://hexcodemarketing.com,Hexcode,https://scribtly.com/ref/7bd9a9c55d952ca21f008ddab8b2886f
contact@joe2joe.com,unknown,42,no,yes,,ports_blocked,Google Workspace,JOE 2 JOE,https://joe2joe.com,JOE,https://scribtly.com/ref/ecea62752df45549923c3fdd46bcf87f
kenneth@01-digital.com,valid,50,no,no,,ports_blocked,Google Workspace,01 digital,https://01-digital.com,01,https://scribtly.com/ref/dff2faef443778d8c3051fcd4d66d2a6
andi@hummingbirdmarketingservices.com,valid,100,no,no,"microsoft_api,gravatar",ports_blocked,Microsoft 365,Hummingbird Marketing Services,https://hummingbirdmarketingservices.com,Hummingbird,https://scribtly.com/ref/90fd72666a1d6e13e60a6b26b796c691
sales@seoresellerusa.com,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,SEO Reseller,https://seoresellerusa.com,SEO,https://scribtly.com/ref/01d75c09bcf34438d46a4022cf10b17e
info@delante.co,unknown,42,no,yes,,ports_blocked,Google Workspace,Delante,https://delante.co,Delante,https://scribtly.com/ref/abb228f8be3d9af45bf23c90fea5fb7c
contact@zrafted.com,unknown,42,no,yes,,ports_blocked,Zoho Mail,Zrafted,https://zrafted.com,Zrafted,https://scribtly.com/ref/acfea325ce54ba420ad50648a86b74e5
hello@kynectivemedia.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Kynective Media,https://kynectivemedia.com,Kynective,https://scribtly.com/ref/99b3596c56ec46679275dae83432b2f2
contact@digitalcurrent.com,unknown,25,no,yes,,ports_blocked,Google Workspace,Digital Current,https://digitalcurrent.com,Digital,https://scribtly.com/ref/2289a852a79d678d3a8d5a5d4948fe61
